Year,Sport,Discipline,Gender,Event,Country,Medal
1924,Biathlon,Biathlon,Men,Military Patrol,FRA,Bronze
1924,Biathlon,Biathlon,Men,Military Patrol,SUI,Gold
1924,Biathlon,Biathlon,Men,Military Patrol,FIN,Silver
1924,Bobsleigh,Bobsleigh,Men,Four-Man,BEL,Bronze
1924,Bobsleigh,Bobsleigh,Men,Four-Man,SUI,Gold
1924,Bobsleigh,Bobsleigh,Men,Four-Man,GBR,Silver
1924,Curling,Curling,Men,Curling,FRA,Bronze
1924,Curling,Curling,Men,Curling,GBR,Gold
1924,Curling,Curling,Men,Curling,SWE,Silver
1924,Ice Hockey,Ice Hockey,Men,Ice Hockey,GBR,Bronze
1924,Ice Hockey,Ice Hockey,Men,Ice Hockey,CAN,Gold
1924,Ice Hockey,Ice Hockey,Men,Ice Hockey,USA,Silver
1924,Skating,Figure skating,Men,Individual,SUI,Bronze
1924,Skating,Figure skating,Men,Individual,SWE,Gold
1924,Skating,Figure skating,Men,Individual,AUT,Silver
1924,Skating,Figure skating,Women,Individual,GBR,Bronze
1924,Skating,Figure skating,Women,Individual,AUT,Gold
1924,Skating,Figure skating,Women,Individual,USA,Silver
1924,Skating,Figure skating,Men,Pairs,FRA,Bronze
1924,Skating,Figure skating,Men,Pairs,AUT,Gold
1924,Skating,Figure skating,Men,Pairs,FIN,Silver
1924,Skating,Figure skating,Women,Pairs,FRA,Bronze
1924,Skating,Figure skating,Women,Pairs,AUT,Gold
1924,Skating,Figure skating,Women,Pairs,FIN,Silver
1924,Skating,Speed skating,Men,10000M,NOR,Bronze
1924,Skating,Speed skating,Men,10000M,FIN,Gold
1924,Skating,Speed skating,Men,10000M,FIN,Silver
1924,Skating,Speed skating,Men,1500M,NOR,Bronze
1924,Skating,Speed skating,Men,1500M,FIN,Gold
1924,Skating,Speed skating,Men,1500M,NOR,Silver
1924,Skating,Speed skating,Men,5000M,NOR,Bronze
1924,Skating,Speed skating,Men,5000M,FIN,Gold
1924,Skating,Speed skating,Men,5000M,FIN,Silver
1924,Skating,Speed skating,Men,500M,FIN,Bronze
1924,Skating,Speed skating,Men,500M,NOR,Bronze
1924,Skating,Speed skating,Men,500M,USA,Gold
1924,Skating,Speed skating,Men,500M,NOR,Silver
1924,Skating,Speed skating,Men,Combined (4 Events),FIN,Bronze
1924,Skating,Speed skating,Men,Combined (4 Events),FIN,Gold
1924,Skating,Speed skating,Men,Combined (4 Events),NOR,Silver
1924,Skiing,Cross Country Skiing,Men,18KM,FIN,Bronze
1924,Skiing,Cross Country Skiing,Men,18KM,NOR,Gold
1924,Skiing,Cross Country Skiing,Men,18KM,NOR,Silver
1924,Skiing,Cross Country Skiing,Men,50KM,NOR,Bronze
1924,Skiing,Cross Country Skiing,Men,50KM,NOR,Gold
1924,Skiing,Cross Country Skiing,Men,50KM,NOR,Silver
1924,Skiing,Nordic Combined,Men,Individual,NOR,Bronze
1924,Skiing,Nordic Combined,Men,Individual,NOR,Gold
1924,Skiing,Nordic Combined,Men,Individual,NOR,Silver
1924,Skiing,Ski Jumping,Men,K90 Individual (70M),USA,Bronze
1924,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Gold
1924,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Silver
1928,Bobsleigh,Bobsleigh,Men,Five-Man,GER,Bronze
1928,Bobsleigh,Bobsleigh,Men,Five-Man,USA,Gold
1928,Bobsleigh,Bobsleigh,Men,Five-Man,USA,Silver
1928,Bobsleigh,Skeleton,Men,Individual,GBR,Bronze
1928,Bobsleigh,Skeleton,Men,Individual,USA,Gold
1928,Bobsleigh,Skeleton,Men,Individual,USA,Silver
1928,Ice Hockey,Ice Hockey,Men,Ice Hockey,SUI,Bronze
1928,Ice Hockey,Ice Hockey,Men,Ice Hockey,CAN,Gold
1928,Ice Hockey,Ice Hockey,Men,Ice Hockey,SWE,Silver
1928,Skating,Figure skating,Men,Individual,BEL,Bronze
1928,Skating,Figure skating,Men,Individual,SWE,Gold
1928,Skating,Figure skating,Men,Individual,AUT,Silver
1928,Skating,Figure skating,Women,Individual,USA,Bronze
1928,Skating,Figure skating,Women,Individual,NOR,Gold
1928,Skating,Figure skating,Women,Individual,AUT,Silver
1928,Skating,Figure skating,Men,Pairs,AUT,Bronze
1928,Skating,Figure skating,Men,Pairs,FRA,Gold
1928,Skating,Figure skating,Men,Pairs,AUT,Silver
1928,Skating,Figure skating,Women,Pairs,AUT,Bronze
1928,Skating,Figure skating,Women,Pairs,FRA,Gold
1928,Skating,Figure skating,Women,Pairs,AUT,Silver
1928,Skating,Speed skating,Men,1500M,NOR,Bronze
1928,Skating,Speed skating,Men,1500M,FIN,Gold
1928,Skating,Speed skating,Men,1500M,NOR,Silver
1928,Skating,Speed skating,Men,5000M,NOR,Bronze
1928,Skating,Speed skating,Men,5000M,NOR,Gold
1928,Skating,Speed skating,Men,5000M,FIN,Silver
1928,Skating,Speed skating,Men,500M,FIN,Bronze
1928,Skating,Speed skating,Men,500M,NOR,Bronze
1928,Skating,Speed skating,Men,500M,USA,Bronze
1928,Skating,Speed skating,Men,500M,FIN,Gold
1928,Skating,Speed skating,Men,500M,NOR,Gold
1928,Skiing,Cross Country Skiing,Men,18KM,NOR,Bronze
1928,Skiing,Cross Country Skiing,Men,18KM,NOR,Gold
1928,Skiing,Cross Country Skiing,Men,18KM,NOR,Silver
1928,Skiing,Cross Country Skiing,Men,50KM,SWE,Bronze
1928,Skiing,Cross Country Skiing,Men,50KM,SWE,Gold
1928,Skiing,Cross Country Skiing,Men,50KM,SWE,Silver
1928,Skiing,Nordic Combined,Men,Individual,NOR,Bronze
1928,Skiing,Nordic Combined,Men,Individual,NOR,Gold
1928,Skiing,Nordic Combined,Men,Individual,NOR,Silver
1928,Skiing,Ski Jumping,Men,K90 Individual (70M),TCH,Bronze
1928,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Gold
1928,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Silver
1932,Bobsleigh,Bobsleigh,Men,Four-Man,GER,Bronze
1932,Bobsleigh,Bobsleigh,Men,Four-Man,USA,Gold
1932,Bobsleigh,Bobsleigh,Men,Four-Man,USA,Silver
1932,Bobsleigh,Bobsleigh,Men,Two-Man,USA,Bronze
1932,Bobsleigh,Bobsleigh,Men,Two-Man,USA,Gold
1932,Bobsleigh,Bobsleigh,Men,Two-Man,SUI,Silver
1932,Ice Hockey,Ice Hockey,Men,Ice Hockey,GER,Bronze
1932,Ice Hockey,Ice Hockey,Men,Ice Hockey,CAN,Gold
1932,Ice Hockey,Ice Hockey,Men,Ice Hockey,USA,Silver
1932,Skating,Figure skating,Men,Individual,CAN,Bronze
1932,Skating,Figure skating,Men,Individual,AUT,Gold
1932,Skating,Figure skating,Men,Individual,SWE,Silver
1932,Skating,Figure skating,Women,Individual,USA,Bronze
1932,Skating,Figure skating,Women,Individual,NOR,Gold
1932,Skating,Figure skating,Women,Individual,AUT,Silver
1932,Skating,Figure skating,Men,Pairs,HUN,Bronze
1932,Skating,Figure skating,Men,Pairs,FRA,Gold
1932,Skating,Figure skating,Men,Pairs,USA,Silver
1932,Skating,Figure skating,Women,Pairs,HUN,Bronze
1932,Skating,Figure skating,Women,Pairs,FRA,Gold
1932,Skating,Figure skating,Women,Pairs,USA,Silver
1932,Skating,Speed skating,Men,10000M,CAN,Bronze
1932,Skating,Speed skating,Men,10000M,USA,Gold
1932,Skating,Speed skating,Men,10000M,NOR,Silver
1932,Skating,Speed skating,Men,1500M,CAN,Bronze
1932,Skating,Speed skating,Men,1500M,USA,Gold
1932,Skating,Speed skating,Men,1500M,CAN,Silver
1932,Skating,Speed skating,Men,5000M,CAN,Bronze
1932,Skating,Speed skating,Men,5000M,USA,Gold
1932,Skating,Speed skating,Men,5000M,USA,Silver
1932,Skating,Speed skating,Men,500M,CAN,Bronze
1932,Skating,Speed skating,Men,500M,USA,Gold
1932,Skating,Speed skating,Men,500M,NOR,Silver
1932,Skiing,Cross Country Skiing,Men,18KM,FIN,Bronze
1932,Skiing,Cross Country Skiing,Men,18KM,SWE,Gold
1932,Skiing,Cross Country Skiing,Men,18KM,SWE,Silver
1932,Skiing,Cross Country Skiing,Men,50KM,NOR,Bronze
1932,Skiing,Cross Country Skiing,Men,50KM,FIN,Gold
1932,Skiing,Cross Country Skiing,Men,50KM,FIN,Silver
1932,Skiing,Nordic Combined,Men,Individual,NOR,Bronze
1932,Skiing,Nordic Combined,Men,Individual,NOR,Gold
1932,Skiing,Nordic Combined,Men,Individual,NOR,Silver
1932,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Bronze
1932,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Gold
1932,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Silver
1936,Bobsleigh,Bobsleigh,Men,Four-Man,GBR,Bronze
1936,Bobsleigh,Bobsleigh,Men,Four-Man,SUI,Gold
1936,Bobsleigh,Bobsleigh,Men,Four-Man,SUI,Silver
1936,Bobsleigh,Bobsleigh,Men,Two-Man,USA,Bronze
1936,Bobsleigh,Bobsleigh,Men,Two-Man,USA,Gold
1936,Bobsleigh,Bobsleigh,Men,Two-Man,SUI,Silver
1936,Ice Hockey,Ice Hockey,Men,Ice Hockey,USA,Bronze
1936,Ice Hockey,Ice Hockey,Men,Ice Hockey,GBR,Gold
1936,Ice Hockey,Ice Hockey,Men,Ice Hockey,CAN,Silver
1936,Skating,Figure skating,Men,Individual,AUT,Bronze
1936,Skating,Figure skating,Men,Individual,AUT,Gold
1936,Skating,Figure skating,Men,Individual,GER,Silver
1936,Skating,Figure skating,Women,Individual,SWE,Bronze
1936,Skating,Figure skating,Women,Individual,NOR,Gold
1936,Skating,Figure skating,Women,Individual,GBR,Silver
1936,Skating,Figure skating,Men,Pairs,HUN,Bronze
1936,Skating,Figure skating,Men,Pairs,GER,Gold
1936,Skating,Figure skating,Men,Pairs,AUT,Silver
1936,Skating,Figure skating,Women,Pairs,HUN,Bronze
1936,Skating,Figure skating,Women,Pairs,GER,Gold
1936,Skating,Figure skating,Women,Pairs,AUT,Silver
1936,Skating,Speed skating,Men,10000M,AUT,Bronze
1936,Skating,Speed skating,Men,10000M,NOR,Gold
1936,Skating,Speed skating,Men,10000M,FIN,Silver
1936,Skating,Speed skating,Men,1500M,FIN,Bronze
1936,Skating,Speed skating,Men,1500M,NOR,Gold
1936,Skating,Speed skating,Men,1500M,NOR,Silver
1936,Skating,Speed skating,Men,5000M,FIN,Bronze
1936,Skating,Speed skating,Men,5000M,NOR,Gold
1936,Skating,Speed skating,Men,5000M,FIN,Silver
1936,Skating,Speed skating,Men,500M,USA,Bronze
1936,Skating,Speed skating,Men,500M,NOR,Gold
1936,Skating,Speed skating,Men,500M,NOR,Silver
1936,Skiing,Alpine Skiing,Men,Alpine Combined,FRA,Bronze
1936,Skiing,Alpine Skiing,Men,Alpine Combined,GER,Gold
1936,Skiing,Alpine Skiing,Men,Alpine Combined,GER,Silver
1936,Skiing,Alpine Skiing,Women,Alpine Combined,NOR,Bronze
1936,Skiing,Alpine Skiing,Women,Alpine Combined,GER,Gold
1936,Skiing,Alpine Skiing,Women,Alpine Combined,GER,Silver
1936,Skiing,Cross Country Skiing,Men,18KM,FIN,Bronze
1936,Skiing,Cross Country Skiing,Men,18KM,SWE,Gold
1936,Skiing,Cross Country Skiing,Men,18KM,NOR,Silver
1936,Skiing,Cross Country Skiing,Men,4X10KM Relay,SWE,Bronze
1936,Skiing,Cross Country Skiing,Men,4X10KM Relay,FIN,Gold
1936,Skiing,Cross Country Skiing,Men,4X10KM Relay,NOR,Silver
1936,Skiing,Cross Country Skiing,Men,50KM,SWE,Bronze
1936,Skiing,Cross Country Skiing,Men,50KM,SWE,Gold
1936,Skiing,Cross Country Skiing,Men,50KM,SWE,Silver
1936,Skiing,Nordic Combined,Men,Individual,NOR,Bronze
1936,Skiing,Nordic Combined,Men,Individual,NOR,Gold
1936,Skiing,Nordic Combined,Men,Individual,NOR,Silver
1936,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Bronze
1936,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Gold
1936,Skiing,Ski Jumping,Men,K90 Individual (70M),SWE,Silver
1948,Bobsleigh,Bobsleigh,Men,Four-Man,USA,Bronze
1948,Bobsleigh,Bobsleigh,Men,Four-Man,USA,Gold
1948,Bobsleigh,Bobsleigh,Men,Four-Man,BEL,Silver
1948,Bobsleigh,Bobsleigh,Men,Two-Man,USA,Bronze
1948,Bobsleigh,Bobsleigh,Men,Two-Man,SUI,Gold
1948,Bobsleigh,Bobsleigh,Men,Two-Man,SUI,Silver
1948,Bobsleigh,Skeleton,Men,Individual,GBR,Bronze
1948,Bobsleigh,Skeleton,Men,Individual,ITA,Gold
1948,Bobsleigh,Skeleton,Men,Individual,USA,Silver
1948,Ice Hockey,Ice Hockey,Men,Ice Hockey,SUI,Bronze
1948,Ice Hockey,Ice Hockey,Men,Ice Hockey,CAN,Gold
1948,Ice Hockey,Ice Hockey,Men,Ice Hockey,TCH,Silver
1948,Skating,Figure skating,Men,Individual,AUT,Bronze
1948,Skating,Figure skating,Men,Individual,USA,Gold
1948,Skating,Figure skating,Men,Individual,SUI,Silver
1948,Skating,Figure skating,Women,Individual,GBR,Bronze
1948,Skating,Figure skating,Women,Individual,CAN,Gold
1948,Skating,Figure skating,Women,Individual,AUT,Silver
1948,Skating,Figure skating,Men,Pairs,CAN,Bronze
1948,Skating,Figure skating,Men,Pairs,BEL,Gold
1948,Skating,Figure skating,Men,Pairs,HUN,Silver
1948,Skating,Figure skating,Women,Pairs,CAN,Bronze
1948,Skating,Figure skating,Women,Pairs,BEL,Gold
1948,Skating,Figure skating,Women,Pairs,HUN,Silver
1948,Skating,Speed skating,Men,10000M,FIN,Bronze
1948,Skating,Speed skating,Men,10000M,SWE,Gold
1948,Skating,Speed skating,Men,10000M,FIN,Silver
1948,Skating,Speed skating,Men,1500M,NOR,Bronze
1948,Skating,Speed skating,Men,1500M,NOR,Gold
1948,Skating,Speed skating,Men,1500M,SWE,Silver
1948,Skating,Speed skating,Men,5000M,SWE,Bronze
1948,Skating,Speed skating,Men,5000M,NOR,Gold
1948,Skating,Speed skating,Men,5000M,NOR,Silver
1948,Skating,Speed skating,Men,500M,NOR,Gold
1948,Skating,Speed skating,Men,500M,NOR,Silver
1948,Skating,Speed skating,Men,500M,USA,Silver
1948,Skating,Speed skating,Men,500M,USA,Silver
1948,Skiing,Alpine Skiing,Men,Alpine Combined,FRA,Bronze
1948,Skiing,Alpine Skiing,Men,Alpine Combined,FRA,Gold
1948,Skiing,Alpine Skiing,Men,Alpine Combined,SUI,Silver
1948,Skiing,Alpine Skiing,Women,Alpine Combined,AUT,Bronze
1948,Skiing,Alpine Skiing,Women,Alpine Combined,AUT,Gold
1948,Skiing,Alpine Skiing,Women,Alpine Combined,USA,Silver
1948,Skiing,Alpine Skiing,Men,Downhill,SUI,Bronze
1948,Skiing,Alpine Skiing,Men,Downhill,SUI,Bronze
1948,Skiing,Alpine Skiing,Men,Downhill,FRA,Gold
1948,Skiing,Alpine Skiing,Men,Downhill,AUT,Silver
1948,Skiing,Alpine Skiing,Women,Downhill,AUT,Bronze
1948,Skiing,Alpine Skiing,Women,Downhill,SUI,Gold
1948,Skiing,Alpine Skiing,Women,Downhill,AUT,Silver
1948,Skiing,Alpine Skiing,Men,Slalom,FRA,Bronze
1948,Skiing,Alpine Skiing,Men,Slalom,SUI,Gold
1948,Skiing,Alpine Skiing,Men,Slalom,FRA,Silver
1948,Skiing,Alpine Skiing,Women,Slalom,AUT,Bronze
1948,Skiing,Alpine Skiing,Women,Slalom,USA,Gold
1948,Skiing,Alpine Skiing,Women,Slalom,SUI,Silver
1948,Skiing,Cross Country Skiing,Men,18KM,SWE,Bronze
1948,Skiing,Cross Country Skiing,Men,18KM,SWE,Gold
1948,Skiing,Cross Country Skiing,Men,18KM,SWE,Silver
1948,Skiing,Cross Country Skiing,Men,4X10KM Relay,NOR,Bronze
1948,Skiing,Cross Country Skiing,Men,4X10KM Relay,SWE,Gold
1948,Skiing,Cross Country Skiing,Men,4X10KM Relay,FIN,Silver
1948,Skiing,Cross Country Skiing,Men,50KM,FIN,Bronze
1948,Skiing,Cross Country Skiing,Men,50KM,SWE,Gold
1948,Skiing,Cross Country Skiing,Men,50KM,SWE,Silver
1948,Skiing,Nordic Combined,Men,Individual,SWE,Bronze
1948,Skiing,Nordic Combined,Men,Individual,FIN,Gold
1948,Skiing,Nordic Combined,Men,Individual,FIN,Silver
1948,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Bronze
1948,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Gold
1948,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Silver
1952,Bobsleigh,Bobsleigh,Men,Four-Man,SUI,Bronze
1952,Bobsleigh,Bobsleigh,Men,Four-Man,FRG,Gold
1952,Bobsleigh,Bobsleigh,Men,Four-Man,USA,Silver
1952,Bobsleigh,Bobsleigh,Men,Two-Man,SUI,Bronze
1952,Bobsleigh,Bobsleigh,Men,Two-Man,FRG,Gold
1952,Bobsleigh,Bobsleigh,Men,Two-Man,USA,Silver
1952,Ice Hockey,Ice Hockey,Men,Ice Hockey,SWE,Bronze
1952,Ice Hockey,Ice Hockey,Men,Ice Hockey,CAN,Gold
1952,Ice Hockey,Ice Hockey,Men,Ice Hockey,USA,Silver
1952,Skating,Figure skating,Men,Individual,USA,Bronze
1952,Skating,Figure skating,Men,Individual,USA,Gold
1952,Skating,Figure skating,Men,Individual,AUT,Silver
1952,Skating,Figure skating,Women,Individual,FRA,Bronze
1952,Skating,Figure skating,Women,Individual,GBR,Gold
1952,Skating,Figure skating,Women,Individual,USA,Silver
1952,Skating,Figure skating,Men,Pairs,HUN,Bronze
1952,Skating,Figure skating,Men,Pairs,FRG,Gold
1952,Skating,Figure skating,Men,Pairs,USA,Silver
1952,Skating,Figure skating,Women,Pairs,HUN,Bronze
1952,Skating,Figure skating,Women,Pairs,FRG,Gold
1952,Skating,Figure skating,Women,Pairs,USA,Silver
1952,Skating,Speed skating,Men,10000M,SWE,Bronze
1952,Skating,Speed skating,Men,10000M,NOR,Gold
1952,Skating,Speed skating,Men,10000M,NED,Silver
1952,Skating,Speed skating,Men,1500M,NOR,Bronze
1952,Skating,Speed skating,Men,1500M,NOR,Gold
1952,Skating,Speed skating,Men,1500M,NED,Silver
1952,Skating,Speed skating,Men,5000M,NOR,Bronze
1952,Skating,Speed skating,Men,5000M,NOR,Gold
1952,Skating,Speed skating,Men,5000M,NED,Silver
1952,Skating,Speed skating,Men,500M,CAN,Bronze
1952,Skating,Speed skating,Men,500M,NOR,Bronze
1952,Skating,Speed skating,Men,500M,USA,Gold
1952,Skating,Speed skating,Men,500M,USA,Silver
1952,Skiing,Alpine Skiing,Men,Downhill,AUT,Bronze
1952,Skiing,Alpine Skiing,Men,Downhill,ITA,Gold
1952,Skiing,Alpine Skiing,Men,Downhill,AUT,Silver
1952,Skiing,Alpine Skiing,Women,Downhill,ITA,Bronze
1952,Skiing,Alpine Skiing,Women,Downhill,AUT,Gold
1952,Skiing,Alpine Skiing,Women,Downhill,FRG,Silver
1952,Skiing,Alpine Skiing,Men,Giant Slalom,AUT,Bronze
1952,Skiing,Alpine Skiing,Men,Giant Slalom,NOR,Gold
1952,Skiing,Alpine Skiing,Men,Giant Slalom,AUT,Silver
1952,Skiing,Alpine Skiing,Women,Giant Slalom,FRG,Bronze
1952,Skiing,Alpine Skiing,Women,Giant Slalom,USA,Gold
1952,Skiing,Alpine Skiing,Women,Giant Slalom,AUT,Silver
1952,Skiing,Alpine Skiing,Men,Slalom,NOR,Bronze
1952,Skiing,Alpine Skiing,Men,Slalom,AUT,Gold
1952,Skiing,Alpine Skiing,Men,Slalom,NOR,Silver
1952,Skiing,Alpine Skiing,Women,Slalom,FRG,Bronze
1952,Skiing,Alpine Skiing,Women,Slalom,USA,Gold
1952,Skiing,Alpine Skiing,Women,Slalom,FRG,Silver
1952,Skiing,Cross Country Skiing,Women,10KM,FIN,Bronze
1952,Skiing,Cross Country Skiing,Women,10KM,FIN,Gold
1952,Skiing,Cross Country Skiing,Women,10KM,FIN,Silver
1952,Skiing,Cross Country Skiing,Men,18KM,FIN,Bronze
1952,Skiing,Cross Country Skiing,Men,18KM,NOR,Gold
1952,Skiing,Cross Country Skiing,Men,18KM,FIN,Silver
1952,Skiing,Cross Country Skiing,Men,4X10KM Relay,SWE,Bronze
1952,Skiing,Cross Country Skiing,Men,4X10KM Relay,FIN,Gold
1952,Skiing,Cross Country Skiing,Men,4X10KM Relay,NOR,Silver
1952,Skiing,Cross Country Skiing,Men,50KM,NOR,Bronze
1952,Skiing,Cross Country Skiing,Men,50KM,FIN,Gold
1952,Skiing,Cross Country Skiing,Men,50KM,FIN,Silver
1952,Skiing,Nordic Combined,Men,Individual,NOR,Bronze
1952,Skiing,Nordic Combined,Men,Individual,NOR,Gold
1952,Skiing,Nordic Combined,Men,Individual,FIN,Silver
1952,Skiing,Ski Jumping,Men,K90 Individual (70M),SWE,Bronze
1952,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Gold
1952,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Silver
1956,Bobsleigh,Bobsleigh,Men,Four-Man,USA,Bronze
1956,Bobsleigh,Bobsleigh,Men,Four-Man,SUI,Gold
1956,Bobsleigh,Bobsleigh,Men,Four-Man,ITA,Silver
1956,Bobsleigh,Bobsleigh,Men,Two-Man,SUI,Bronze
1956,Bobsleigh,Bobsleigh,Men,Two-Man,ITA,Gold
1956,Bobsleigh,Bobsleigh,Men,Two-Man,ITA,Silver
1956,Ice Hockey,Ice Hockey,Men,Ice Hockey,CAN,Bronze
1956,Ice Hockey,Ice Hockey,Men,Ice Hockey,URS,Gold
1956,Ice Hockey,Ice Hockey,Men,Ice Hockey,USA,Silver
1956,Skating,Figure skating,Men,Individual,USA,Bronze
1956,Skating,Figure skating,Men,Individual,USA,Gold
1956,Skating,Figure skating,Men,Individual,USA,Silver
1956,Skating,Figure skating,Women,Individual,AUT,Bronze
1956,Skating,Figure skating,Women,Individual,USA,Gold
1956,Skating,Figure skating,Women,Individual,USA,Silver
1956,Skating,Figure skating,Men,Pairs,HUN,Bronze
1956,Skating,Figure skating,Men,Pairs,AUT,Gold
1956,Skating,Figure skating,Men,Pairs,CAN,Silver
1956,Skating,Figure skating,Women,Pairs,HUN,Bronze
1956,Skating,Figure skating,Women,Pairs,AUT,Gold
1956,Skating,Figure skating,Women,Pairs,CAN,Silver
1956,Skating,Speed skating,Men,10000M,URS,Bronze
1956,Skating,Speed skating,Men,10000M,SWE,Gold
1956,Skating,Speed skating,Men,10000M,NOR,Silver
1956,Skating,Speed skating,Men,1500M,FIN,Bronze
1956,Skating,Speed skating,Men,1500M,URS,Gold
1956,Skating,Speed skating,Men,1500M,URS,Gold
1956,Skating,Speed skating,Men,5000M,URS,Bronze
1956,Skating,Speed skating,Men,5000M,URS,Gold
1956,Skating,Speed skating,Men,5000M,SWE,Silver
1956,Skating,Speed skating,Men,500M,NOR,Bronze
1956,Skating,Speed skating,Men,500M,URS,Gold
1956,Skating,Speed skating,Men,500M,URS,Silver
1956,Skiing,Alpine Skiing,Men,Downhill,AUT,Bronze
1956,Skiing,Alpine Skiing,Men,Downhill,AUT,Gold
1956,Skiing,Alpine Skiing,Men,Downhill,SUI,Silver
1956,Skiing,Alpine Skiing,Women,Downhill,CAN,Bronze
1956,Skiing,Alpine Skiing,Women,Downhill,SUI,Gold
1956,Skiing,Alpine Skiing,Women,Downhill,SUI,Silver
1956,Skiing,Alpine Skiing,Men,Giant Slalom,AUT,Bronze
1956,Skiing,Alpine Skiing,Men,Giant Slalom,AUT,Gold
1956,Skiing,Alpine Skiing,Men,Giant Slalom,AUT,Silver
1956,Skiing,Alpine Skiing,Women,Giant Slalom,AUT,Bronze
1956,Skiing,Alpine Skiing,Women,Giant Slalom,EUA,Gold
1956,Skiing,Alpine Skiing,Women,Giant Slalom,AUT,Silver
1956,Skiing,Alpine Skiing,Men,Slalom,SWE,Bronze
1956,Skiing,Alpine Skiing,Men,Slalom,AUT,Gold
1956,Skiing,Alpine Skiing,Men,Slalom,JPN,Silver
1956,Skiing,Alpine Skiing,Women,Slalom,URS,Bronze
1956,Skiing,Alpine Skiing,Women,Slalom,SUI,Gold
1956,Skiing,Alpine Skiing,Women,Slalom,AUT,Silver
1956,Skiing,Cross Country Skiing,Women,10KM,SWE,Bronze
1956,Skiing,Cross Country Skiing,Women,10KM,URS,Gold
1956,Skiing,Cross Country Skiing,Women,10KM,URS,Silver
1956,Skiing,Cross Country Skiing,Men,15KM,URS,Bronze
1956,Skiing,Cross Country Skiing,Men,15KM,NOR,Gold
1956,Skiing,Cross Country Skiing,Men,15KM,SWE,Silver
1956,Skiing,Cross Country Skiing,Men,30KM Mass Start,URS,Bronze
1956,Skiing,Cross Country Skiing,Men,30KM Mass Start,FIN,Gold
1956,Skiing,Cross Country Skiing,Men,30KM Mass Start,SWE,Silver
1956,Skiing,Cross Country Skiing,Women,3X5KM Relay,SWE,Bronze
1956,Skiing,Cross Country Skiing,Women,3X5KM Relay,FIN,Gold
1956,Skiing,Cross Country Skiing,Women,3X5KM Relay,URS,Silver
1956,Skiing,Cross Country Skiing,Men,4X10KM Relay,SWE,Bronze
1956,Skiing,Cross Country Skiing,Men,4X10KM Relay,URS,Gold
1956,Skiing,Cross Country Skiing,Men,4X10KM Relay,FIN,Silver
1956,Skiing,Cross Country Skiing,Men,50KM,URS,Bronze
1956,Skiing,Cross Country Skiing,Men,50KM,SWE,Gold
1956,Skiing,Cross Country Skiing,Men,50KM,FIN,Silver
1956,Skiing,Nordic Combined,Men,Individual,POL,Bronze
1956,Skiing,Nordic Combined,Men,Individual,NOR,Gold
1956,Skiing,Nordic Combined,Men,Individual,SWE,Silver
1956,Skiing,Ski Jumping,Men,K90 Individual (70M),EUA,Bronze
1956,Skiing,Ski Jumping,Men,K90 Individual (70M),FIN,Gold
1956,Skiing,Ski Jumping,Men,K90 Individual (70M),FIN,Silver
1960,Biathlon,Biathlon,Men,20KM,URS,Bronze
1960,Biathlon,Biathlon,Men,20KM,SWE,Gold
1960,Biathlon,Biathlon,Men,20KM,FIN,Silver
1960,Ice Hockey,Ice Hockey,Men,Ice Hockey,URS,Bronze
1960,Ice Hockey,Ice Hockey,Men,Ice Hockey,USA,Gold
1960,Ice Hockey,Ice Hockey,Men,Ice Hockey,CAN,Silver
1960,Skating,Figure skating,Men,Individual,CAN,Bronze
1960,Skating,Figure skating,Men,Individual,USA,Gold
1960,Skating,Figure skating,Men,Individual,TCH,Silver
1960,Skating,Figure skating,Women,Individual,USA,Bronze
1960,Skating,Figure skating,Women,Individual,USA,Gold
1960,Skating,Figure skating,Women,Individual,NED,Silver
1960,Skating,Figure skating,Men,Pairs,USA,Bronze
1960,Skating,Figure skating,Men,Pairs,CAN,Gold
1960,Skating,Figure skating,Men,Pairs,EUA,Silver
1960,Skating,Figure skating,Women,Pairs,USA,Bronze
1960,Skating,Figure skating,Women,Pairs,CAN,Gold
1960,Skating,Figure skating,Women,Pairs,EUA,Silver
1960,Skating,Speed skating,Men,10000M,SWE,Bronze
1960,Skating,Speed skating,Men,10000M,NOR,Gold
1960,Skating,Speed skating,Men,10000M,URS,Silver
1960,Skating,Speed skating,Women,1000M,URS,Bronze
1960,Skating,Speed skating,Women,1000M,URS,Gold
1960,Skating,Speed skating,Women,1000M,EUA,Silver
1960,Skating,Speed skating,Men,1500M,URS,Bronze
1960,Skating,Speed skating,Men,1500M,NOR,Gold
1960,Skating,Speed skating,Men,1500M,URS,Gold
